kit_part_number,component_part_number,line_number,qty_per_kit,uom
C210-C1,SK4002-7S,3,6,ea
C210-C1,SK-GS,4,31,ea
C210-C1,SK-R4GS,5,32,ea
C210-C1,82-19-120-20,6,2,ea
C210-C1,82-32-201-20,7,2,ea
C210-C1,NAS1515-H-3L,8,25,ea
C210-C1,MS24693-C272,9,50,ea
C210-C1,MS24693-C273,10,50,ea
C210-C1,DP1085-20SS,11,100,ea
C210-C1P,SK40S5-3S,1,27,ea
C210-C1P,SK40S5-5S,2,7,ea
C210-C1P,SK40S5-7S,3,6,ea
C210-C1P,SK-GS,4,31,ea
C210-C1P,SK-R4GS,5,32,ea
C210-C1P,82-19-120-20,6,2,ea
C210-C1P,82-32-201-20,7,2,ea
C210-C1P,NAS1515-H-3L,8,25,ea
C210-C1P,MS24693-C272,9,50,ea
C210-C1P,MS24693-C273,10,50,ea
C210-C1P,DP1085-20SS,11,100,ea
C210-C2,SK4002-2S,1,2,ea
C210-C2,SK4002-3S,2,14,ea
C210-C2,SK4002-4S,3,11,ea
C210-C2,SK4002-5S,4,10,ea
C210-C2,SK4002-6S,5,2,ea
C210-C2,SK4002-7S,6,2,ea
C210-C2,SK4002-8S,7,2,ea
C210-C2,SK4002-10S,8,1,ea
C210-C2,SK-GS,9,31,ea
C210-C2,SK-R4GS,10,31,ea
C210-C2,82-11-100-20,11,2,ea
C210-C2,82-32-201-20,12,2,ea
C210-C2,NAS1515-H-3L,13,25,ea
C210-C2,MS24693-C272,14,25,ea
C210-C2,MS24693-C273,15,25,ea
C210-C2,DP1085-20SS,16,50,ea
C210-C2P,SK40S5-2S,1,2,ea
C210-C2P,SK40S5-3S,2,14,ea
C210-C2P,SK40S5-4S,3,11,ea
C210-C2P,SK40S5-5S,4,10,ea
C210-C2P,SK40S5-6S,5,2,ea
C210-C2P,SK40S5-7S,6,2,ea
C210-C2P,SK40S5-8S,7,2,ea
C210-C2P,SK40S5-10S,8,1,ea
C210-C2P,SK-GS,9,31,ea
C210-C2P,SK-R4GS,10,31,ea
C210-C2P,82-19-100-20,11,2,ea
C210-C2P,82-32-201-20,12,2,ea
C210-C2P,NAS1515-H-3L,13,25,ea
C210-C2P,MS24693-C272,14,25,ea
C210-C2P,MS24693-C273,15,25,ea
C210-C2P,DP1085-20SS,16,50,ea
C210-C3,SK4002-3S,1,8,ea
C210-C3,SK4002-4S,2,2,ea
C210-C3,SK4002-5S,3,28,ea
C210-C3,SK4002-6S,4,4,ea
C210-C3,SK4002-7S,5,4,ea
C210-C3,SK-NS,6,40,ea
C210-C3,SK-R4GS,7,40,ea
C210-C3,82-11-100-20,8,2,ea
C210-C3,82-32-201-20,9,2,ea
C210-C3,NAS1515-H-3L,10,25,ea
C210-C3,MS24693-C272,11,25,ea
C210-C3,MS24693-C273,12,25,ea
C210-C3,DP1085-20SS,13,50,ea
C210-C3P,SK40S5-3S,1,8,ea
C210-C3P,SK40S5-4S,2,2,ea
C210-C3P,SK40S5-5S,3,28,ea
C210-C3P,SK40S5-6S,4,4,ea
C210-C3P,SK40S5-7S,5,4,ea
C210-C3P,SK-NS,6,40,ea
C210-C3P,SK-R4GS,7,40,ea
C210-C3P,82-19-100-20,8,2,ea
C210-C3P,82-32-201-20,9,2,ea
C210-C3P,NAS1515-H-3L,10,25,ea
C210-C3P,MS24693-C272,11,25,ea
C210-C3P,MS24693-C273,12,25,ea
C210-C3P,DP1085-20SS,13,50,ea
C210-C4,SK4002-3S,1,8,ea
C210-C4,SK4002-5S,2,24,ea
C210-C4,SK4002-7S,3,4,ea
C210-C4,SK-NS,4,34,ea
C210-C4,SK-R4GS,5,34,ea
C210-C4,82-11-100-20,6,2,ea
C210-C4,82-32-201-20,7,2,ea
C210-C4,NAS1515-H-3L,8,25,ea
C210-C4,MS24693-C272,9,25,ea
C210-C4,MS24693-C273,10,25,ea
C210-C4,DP1085-20SS,11,50,ea
C210-C4P,SK40S5-3S,1,8,ea
C210-C4P,SK40S5-5S,2,24,ea
C210-C4P,SK40S5-7S,3,4,ea
C210-C4P,SK-NS,4,34,ea
C210-C4P,SK-R4GS,5,34,ea
C210-C4P,82-11-100-20,6,2,ea
C210-C4P,82-32-201-20,7,2,ea
C210-C4P,NAS1515-H-3L,8,25,ea
C210-C4P,MS24693-C272,9,25,ea
C210-C4P,MS24693-C273,10,25,ea
C210-C4P,DP1085-20SS,11,50,ea
C210-FT1,MS24694-C48,1,8,ea
C210-FT1,MS24693-C293,2,32,ea
C210-FT1,8RX3/8THBS,3,8,ea
C210-FT2,MS24694-C48,1,16,ea
C210-FT2,MS24693-C293,2,32,ea
C210-FT2LR,MS24694-C48,1,32,ea
C210-FT2LR,MS24693-C293,2,64,ea
C210-FT3,MS24693-C271,1,64,ea
C210-FT4,MS24694-C48,1,48,ea
C210-FT4,MS24693-C51,2,6,ea
C300-BA1,SKFJ4-35SS,1,16,ea
C300-BA1,SKGF4-150,2,16,ea
C300-BA3,SKFJ4-35SS,1,16,ea
C300-BA3,SKGF4-150,2,16,ea
C300-BA3,SKAJ3-25SS,3,12,ea
C300-BA3,SKGA3-200,4,12,ea
C300-NA1P,SK40S5-5S,1,30,ea
C300-NA1P,SK-GS,2,30,ea
C300-NA1P,SK-R4GS,3,30,ea
C300-NA1S,SK4002-5S,1,30,ea
C300-NA1S,SK-GS,2,30,ea
C300-NA1S,SK-R4GS,3,30,ea
C300-NA2,SK294186-2-250,1,12,ea
C300-NA2,SK99836S,2,12,ea
C300-NA3P,SK27S3-3S,1,24,ea
C300-NA3P,SK27S3-5S,2,8,ea
C300-NA3P,SK27S5-1S,3,32,ea
C300-NA3S,SK2700-3S,1,24,ea
C300-NA3S,SK2700-5S,2,8,ea
C300-NA3S,SK27S5-1S,3,32,ea
C300-NA4P,SK27S3-1S,1,32,ea
C300-NA4P,SK2600-LWS,2,32,ea
C300-NA4P,MS24693-C50,3,50,ea
C300-NA4P,MS51957-45,4,50,ea
C300-NA4P,MS51957-46,5,25,ea
C300-NA4S,SK2700-1S,1,32,ea
C300-NA4S,SK2600-LWS,2,32,ea
C300-NA4S,MS24693-C50,3,50,ea
C300-NA4S,MS51957-45,4,50,ea
C300-NA4S,MS51957-46,5,25,ea
C300-OAD1P,SK26S51-2,1,4,ea
C300-OAD1P,SK213-2,2,4,ea
C300-OAD1P,SK2600-LWS,3,4,ea
C300-OAD1S,SK2600-2S,1,4,ea
C300-OAD1S,SK213-2,2,4,ea
C300-OAD1S,SK2600-LWS,3,4,ea
C303-C1,SK4002-3S,1,12,ea
C303-C1,SK4002-4S,2,56,ea
C303-C1,SK4002-5S,3,20,ea
C303-C1,SK-GS,4,82,ea
C303-C1,SK-R4GS,5,82,ea
C303-C1,MS24693-C272,6,100,ea
C303-C1P,SK40S5-3S,1,12,ea
C303-C1P,SK40S5-4S,2,56,ea
C303-C1P,SK40S5-5S,3,20,ea
C303-C1P,SK-GS,4,82,ea
C303-C1P,SK-R4GS,5,82,ea
C303-C1P,MS24693-C272,6,100,ea
C310-C1,SK4002-4S,1,20,ea
C310-C1,SK4002-4SW,2,4,ea
C310-C1,SK4002-5S,3,4,ea
C310-C1,SK-GS,4,24,ea
C310-C1,SK-R4GS,5,25,ea
C310-C1,SKAJ4-30SS,6,4,ea
C310-C1,SKGA4-250,7,4,ea
C310-C1,MS24693-C50,8,25,ea
C310-C1P,SK40S5-4S,1,20,ea
C310-C1P,SK4002-4SW,2,4,ea
C310-C1P,SK40S5-5S,3,4,ea
C310-C1P,SK-GS,4,24,ea
C310-C1P,SK-R4GS,5,25,ea
C310-C1P,SKAJ4-30SS,6,4,ea
C310-C1P,SKGA4-250,7,4,ea
C310-C1P,MS24693-C50,8,25,ea
C310-C2,SK4002-4S,1,54,ea
C310-C2,SK4002-4SW,2,4,ea
C310-C2,SK4002-5S,3,36,ea
C310-C2,SK4002-6S,4,16,ea
C310-C2,SK4002-7S,5,2,ea
C310-C2,SK-GS,6,24,ea
C310-C2,SK-HS,7,46,ea
C310-C2,SK-R4GS,8,70,ea
C310-C2,SK-R4TS,9,38,ea
C310-C2,SKAJ4-30SS,10,4,ea
C310-C2,SKGA4-250,11,4,ea
C310-C2,SK4-225,12,4,ea
C310-C2,MS24693-C272,13,100,ea
C310-C2P,SK40S5-4S,1,54,ea
C310-C2P,SK4002-4SW,2,4,ea
C310-C2P,SK40S5-5S,3,36,ea
C310-C2P,SK40S5-6S,4,16,ea
C310-C2P,SK40S5-7S,5,2,ea
C310-C2P,SK-GS,6,24,ea
C310-C2P,SK-HS,7,46,ea
C310-C2P,SK-R4GS,8,70,ea
C310-C2P,SK-R4TS,9,38,ea
C310-C2P,SKAJ4-30SS,10,4,ea
C310-C2P,SKGA4-250,11,4,ea
C310-C2P,SK4-225,12,4,ea
C310-C2P,MS24693-C272,13,100,ea
C310-C3,SK4002-4S,1,64,ea
C310-C3,SK4002-4SW,2,4,ea
C310-C3,SK4002-5S,3,40,ea
C310-C3,SK4002-6S,4,6,ea
C310-C3,SK4002-7S,5,2,ea
C310-C3,SK-GS,6,64,ea
C310-C3,SK-HS,7,44,ea
C310-C3,SK-R4G,8,25,ea
C310-C3,SK-R4T,9,84,ea
C310-C3,SKAJ4-30SS,10,4,ea
C310-C3,SKGA4-250,11,4,ea
C310-C3,MS24693-C49,12,25,ea
C310-C3,MS24693-C50,13,25,ea
C310-C3,MS51957-28,14,25,ea
C310-C3,AN960C6L,15,25,ea
C310-C3,DP1080-17SS,16,25,ea
C310-C3P,SK40S5-4S,1,64,ea
C310-C3P,SK4002-4SW,2,4,ea
C310-C3P,SK40S5-5S,3,40,ea
C310-C3P,SK40S5-6S,4,6,ea
C310-C3P,SK40S5-7S,5,2,ea
C310-C3P,SK-GS,6,64,ea
C310-C3P,SK-HS,7,44,ea
C310-C3P,SK-R4GS,8,25,ea
C310-C3P,SK-R4TS,9,84,ea
C310-C3P,SKAJ4-30SS,10,4,ea
C310-C3P,SKGA4-250,11,4,ea
C310-C3P,MS24693-C49,12,25,ea
C310-C3P,MS24693-C50,13,25,ea
C310-C3P,MS24693-C272,14,25,ea
C310-C3P,MS51957-28,15,25,ea
C310-C3P,AN960C6L,16,25,ea
C310-C3P,DP1080-17SS,17,25,ea
C310-C5,SK4002-4S,1,64,ea
C310-C5,SK4002-4SW,2,4,ea
C310-C5,SK4002-5S,3,28,ea
C310-C5,SK4002-6S,4,6,ea
C310-C5,SK4002-7S,5,2,ea
C310-C5,SK-GS,6,24,ea
C310-C5,SK-HS,7,64,ea
C310-C5,SK-R4GS,8,45,ea
C310-C5,SK-R4TS,9,42,ea
C310-C5,MS24693-C50,10,25,ea
C310-C5,MS24693-C272,11,50,ea
C310-C5,DP1080-17SS,12,25,ea
C310-C5P,SK40S5-4S,1,64,ea
C310-C5P,SK4002-4SW,2,4,ea
C310-C5P,SK40S5-5S,3,28,ea
C310-C5P,SK40S5-6S,4,6,ea
C310-C5P,SK40S5-7S,5,2,ea
C310-C5P,SK-GS,6,24,ea
C310-C5P,SK-R4GS,7,45,ea
C310-C5P,SK-R4TS,8,42,ea
C310-C5P,MS24693-C50,9,25,ea
C310-C5P,MS24693-C272,10,50,ea
C310-C5P,DP1080-17SS,11,25,ea
C310-C5P,SK-HS,12,64,ea
C310-FT1,MS24694-C49,1,16,ea
C310-FT1,MS51957-45,2,8,ea
C310-FT1,8RX1/2FHBS100,3,8,ea
C310-FT1,MS24693-C293,4,16,ea
C310-FT2,AN526C832R10,1,16,ea
C310-FT2,MS24693-C49,2,8,ea
C310-FT2,MS24693-C293,3,16,ea
C310-FT3,AN525C10R8,1,16,ea
C310-FT3,MS24693-C49,2,16,ea
C310-FT3,MS24694-C95,3,32,ea
C336-C1,SK4002-3S,1,46,ea
C336-C1,SK4002-5S,2,12,ea
C336-C1,SK4002-8S,3,7,ea
C336-C1,SK4002-9S,4,1,ea
C336-C1,SK4002-10S,5,2,ea
C336-C1,SK-GS,6,65,ea
C336-C1,SK-R4GS,7,65,ea
C336-C1,AN3C3A,8,4,ea
C336-C1,MS24693-C271,9,75,ea
C336-C1,MS24693-C272,10,50,ea
C336-C1,MS27039C1-08,11,50,ea
C336-C1,AN960C10L,12,50,ea
C336-C1P,SK40S5-3S,1,46,ea
C336-C1P,SK40S5-5S,2,12,ea
C336-C1P,SK40S5-8S,3,7,ea
C336-C1P,SK40S5-9S,4,1,ea
C336-C1P,SK40S5-10S,5,2,ea
C336-C1P,SK-GS,6,65,ea
C336-C1P,SK-R4GS,7,65,ea
C336-C1P,AN3C3A,8,4,ea
C336-C1P,MS24693-C271,9,75,ea
C336-C1P,MS24693-C272,10,50,ea
C336-C1P,MS27039C1-08,11,50,ea
C336-C1P,AN960C10L,12,50,ea
C337-C1,SK4002-2S,1,10,ea
C337-C1,SK4002-3S,2,10,ea
C337-C1,SK4002-4S,3,69,ea
C337-C1,SK4002-5S,4,8,ea
C337-C1,SK4002-6S,5,10,ea
C337-C1,SK-GS,6,84,ea
C337-C1,SK-R4GS,7,85,ea
C337-C1,82-11-120-20,8,2,ea
C337-C1,82-32-201-20,9,3,ea
C337-C1,MS24693-C271,10,75,ea
C337-C1,MS24693-C272,11,50,ea
C337-C1,MS27039C1-08,12,50,ea
C337-C1,AN960C10L,13,50,ea
C337-C1P,SK40S5-2S,1,10,ea
C337-C1P,SK40S5-3S,2,10,ea
C337-C1P,SK40S5-4S,3,69,ea
C337-C1P,SK40S5-5S,4,8,ea
C337-C1P,SK40S5-6S,5,10,ea
C337-C1P,SK-GS,6,84,ea
C337-C1P,SK-R4GS,7,85,ea
C337-C1P,82-19-120-20,8,2,ea
C337-C1P,82-32-201-20,9,3,ea
C337-C1P,MS24693-C271,10,75,ea
C337-C1P,MS24693-C272,11,50,ea
C337-C1P,MS27039C1-08,12,50,ea
C337-C1P,AN960C10L,13,50,ea
C337-FT1,MS24694-S49,1,26,ea
C337-FT1,MS24694-S50,2,77,ea
C337-FT1,MS24694-S52,3,40,ea
C337-FT1,MS24694-S58,4,12,ea
C340-C1,SK4002-4S,1,90,ea
C340-C1,SK4002-5S,2,40,ea
C340-C1,SK4002-6S,3,12,ea
C340-C1,SK-GS,4,36,ea
C340-C1,SK-HS,5,64,ea
C340-C1,SK-R4GS,6,36,ea
C340-C1,SK-R4TS,7,70,ea
C340-C1P,SK40S5-4S,1,90,ea
C340-C1P,SK40S5-5S,2,40,ea
C340-C1P,SK40S5-6S,3,12,ea
C340-C1P,SK-GS,4,36,ea
C340-C1P,SK-HS,5,64,ea
C340-C1P,SK-R4GS,6,36,ea
C340-C1P,SK-R4TS,7,70,ea
C340-FT1,AN525-10R8,1,16,ea
C340-FT1,MS24694-C49,2,16,ea
C340-FT1,MS24693-C292,3,32,ea
C400-BA1P,SK27S3-2S,1,6,ea
C400-BA1P,SK27S3-4S,2,8,ea
C400-BA1P,SK2600-SW,3,14,ea
C400-BA1S,SK2700-2S,1,6,ea
C400-BA1S,SK2700-4S,2,8,ea
C400-BA1S,SK2600-SW,3,14,ea
C400-BA2P,SK27S3-5S,1,21,ea
C400-BA2P,SK27S3-10S,2,3,ea
C400-BA2P,SK2600-SW,3,24,ea
C400-BA2S,SK2700-5S,1,21,ea
C400-BA2S,SK2700-10S,2,3,ea
C400-BA2S,SK2600-SW,3,24,ea
C400-C1,SK4002-4S,1,64,ea
C400-C1,SK4002-5S,2,24,ea
C400-C1,SK4002-6S,3,2,ea
C400-C1,SK-GS,4,24,ea
C400-C1,SK-HS,5,62,ea
C400-C1,SK-R4GS,6,45,ea
C400-C1,SK-R4TS,7,41,ea
C400-C1,SKAJ4-30SS,8,4,ea
C400-C1,SKGA4-250,9,4,ea
C400-C1,MS24693-C50,10,175,ea
C400-C1,MS24693-C52,11,75,ea
C400-C1,MS27039C0808,12,50,ea
C400-C1,MS27039C1-08,13,25,ea
C400-C1,DP1080-17SS,14,200,ea
C400-C1P,SK40S5-4S,1,64,ea
C400-C1P,SK40S5-5S,2,24,ea
C400-C1P,SK40S5-6S,3,2,ea
C400-C1P,SK-GS,4,24,ea
C400-C1P,SK-HS,5,62,ea
C400-C1P,SK-R4GS,6,45,ea
C400-C1P,SK-R4TS,7,41,ea
C400-C1P,SKAJ3-30SS,8,4,ea
C400-C1P,SKGA4-250,9,4,ea
C400-C1P,MS24693-C50,10,175,ea
C400-C1P,MS24693-C52,11,75,ea
C400-C1P,MS27039C0808,12,50,ea
C400-C1P,MS27039C1-08,13,25,ea
C400-C1P,DP1080-17SS,14,200,ea
C400-C2,SK4002-2S,1,11,ea
C400-C2,SK4002-4S,2,77,ea
C400-C2,SK4002-5S,3,60,ea
C400-C2,SK4002-6S,4,10,ea
C400-C2,SK4002-7S,5,13,ea
C400-C2,SK-GS,6,75,ea
C400-C2,SK-HS,7,76,ea
C400-C2,SK-R4GS,8,113,ea
C400-C2,SK-R4TS,9,41,ea
C400-C2,MS24693-C50,10,175,ea
C400-C2,MS24693-C52,11,75,ea
C400-C2,MS51957-46,12,50,ea
C400-C2,DP1080-17SS,13,200,ea
C400-C2,NAS1515-H-08L,14,100,ea
C400-C2,MS27039C0808,15,50,ea
C400-C2,MS27039C1-08,16,25,ea
C400-C2P,SK40S5-2S,1,11,ea
C400-C2P,SK40S5-4S,2,77,ea
C400-C2P,SK40S5-5S,3,60,ea
C400-C2P,SK40S5-6S,4,10,ea
C400-C2P,SK40S5-7S,5,13,ea
C400-C2P,SK-GS,6,75,ea
C400-C2P,SK-HS,7,76,ea
C400-C2P,SK-R4GS,8,113,ea
C400-C2P,SK-R4TS,9,41,ea
C400-C2P,MS24693-C50,10,175,ea
C400-C2P,MS24693-C52,11,75,ea
C400-C2P,MS51957-46,12,50,ea
C400-C2P,DP1080-17SS,13,200,ea
C400-C2P,NAS1515-H-08L,14,100,ea
C400-C2P,MS27039C0808,15,50,ea
C400-C2P,MS27039C1-08,16,25,ea
C400-CP1P,SK40S5-4S,1,24,ea
C400-CP1P,SK-GS,2,24,ea
C400-CP1P,SK-R4GS,3,24,ea
C400-CP1S,SK4002-4S,1,24,ea
C400-CP1S,SK-GS,2,24,ea
C400-CP1S,SK-R4GS,3,24,ea
C400-CP2P,SK27S3-2S,1,28,ea
C400-CP2P,SK2600-SW,2,28,ea
C400-CP2S,SK2700-2S,1,28,ea
C400-CP2S,SK2600-SW,2,28,ea
C400-FT1,MS27039C1-08,1,16,ea
C400-FT1,MS24693-C49,2,16,ea
C400-FT1,MS24694-C48,3,16,ea
C400-FT1,MS24694-C95,4,32,ea
C400-NF1,SKAJ3-25SS,1,10,ea
C400-NF1,SKGA3-200,2,10,ea
C400-NF1,SKFJ4-35SS,3,12,ea
C400-NF1,SKGF4-150,4,12,ea
C400-NP1P,SK27S3-3S,1,27,ea
C400-NP1P,SK27S3-4S,2,11,ea
C400-NP1P,SK2600-SW,3,38,ea
C400-NP1S,SK2700-3S,1,27,ea
C400-NP1S,SK2700-4S,2,11,ea
C400-NP1S,SK2600-SW,3,38,ea
C400-NP2P,SK27S3-4S,1,14,ea
C400-NP2P,SK27S3-5S,2,12,ea
C400-NP2P,SK27S3-6S,3,10,ea
C400-NP2P,SK2600-SW,4,38,ea
C400-NP2S,SK2700-4S,1,14,ea
C400-NP2S,SK2700-5S,2,12,ea
C400-NP2S,SK2700-6S,3,10,ea
C400-NP2S,SK2700-7S,4,2,ea
C400-NP2S,SK2600-SW,5,38,ea
C400-NP3P,SK27S3-2S,1,6,ea
C400-NP3P,SK27S3-3S,2,15,ea
C400-NP3P,SK27S3-5S,3,17,ea
C400-NP3P,SK2600-SW,4,38,ea
C400-NP3S,SK2700-2S,1,6,ea
C400-NP3S,SK2700-3S,2,15,ea
C400-NP3S,SK2700-5S,3,17,ea
C400-NP3S,SK2600-SW,4,38,ea
C400-NP4P,SK27S3-2S,1,6,ea
C400-NP4P,SK27S3-3S,2,17,ea
C400-NP4P,SK27S3-5S,3,7,ea
C400-NP4P,SK2600-SW,4,30,ea
C400-NP4S,SK2700-2S,1,6,ea
C400-NP4S,SK2700-3S,2,17,ea
C400-NP4S,SK2700-5S,3,7,ea
C400-NP4S,SK2600-SW,4,30,ea
C400-NP5P,SK27S3-2S,1,2,ea
C400-NP5P,SK27S3-3S,2,14,ea
C400-NP5P,SK27S3-5S,3,6,ea
C400-NP5P,SK27S3-6S,4,10,ea
C400-NP5P,SK27S3-7S,5,2,ea
C400-NP5P,SK2600-SW,6,38,ea
C400-NP5S,SK2700-2S,1,2,ea
C400-NP5S,SK2700-3S,2,14,ea
C400-NP5S,SK2700-4S,3,6,ea
C400-NP5S,SK2700-5S,4,6,ea
C400-NP5S,SK2700-6S,5,10,ea
C400-NP5S,SK2700-7S,6,2,ea
C400-NP5S,SK2600-SW,7,38,ea
C400-NP6P,SK27S3-3S,1,6,ea
C400-NP6P,SK27S3-4S,2,9,ea
C400-NP6P,SK27S3-5S,3,6,ea
C400-NP6P,SK27S3-6S,4,7,ea
C400-NP6P,SK27S3-7S,5,2,ea
C400-NP6P,SK2600-SW,6,30,ea
C400-NP6S,SK2700-3S,1,6,ea
C400-NP6S,SK2700-4S,2,9,ea
C400-NP6S,SK2700-5S,3,6,ea
C400-NP6S,SK2700-6S,4,7,ea
C400-NP6S,SK2700-7S,5,2,ea
C400-NP6S,SK2600-SW,6,200,ea
C400-NP7P,SK27S3-3S,1,27,ea
C400-NP7P,SK27S3-5S,2,10,ea
C400-NP7P,SK27S3-7S,3,1,ea
C400-NP7P,SK2600-SW,4,38,ea
C400-NP7S,SK2700-3S,1,27,ea
C400-NP7S,SK2700-5S,2,10,ea
C400-NP7S,SK2700-7S,3,1,ea
C400-NP7S,SK2600-SW,4,38,ea
C400-NP8P,SK27S3-2S,1,6,ea
C400-NP8P,SK27S3-4S,2,23,ea
C400-NP8P,SK27S3-5S,3,6,ea
C400-NP8P,SK27S3-6S,4,17,ea
C400-NP8P,SK27S3-7S,5,2,ea
C400-NP8P,SK2600-SW,6,54,ea
C400-NP8S,SK2700-2S,1,6,ea
C400-NP8S,SK2700-4S,2,23,ea
C400-NP8S,SK2700-5S,3,6,ea
C400-NP8S,SK2700-6S,4,17,ea
C400-NP8S,SK2700-7S,5,2,ea
C400-NP8S,SK2600-SW,6,54,ea
C400-OD1P,SK27S3-2S,1,4,ea
C400-OD1P,SK2600-SW,2,4,ea
C400-OD1S,SK2700-3S,1,4,ea
C400-OD1S,SK2600-SW,2,4,ea
C400-RAD1P,SK40S5-3S,1,10,ea
C400-RAD1P,SK-HS,2,10,ea
C400-RAD1P,SK-R4GS,3,10,ea
C400-RAD1S,SK4002-3S,1,10,ea
C400-RAD1S,SK-HS,2,10,ea
C400-RAD1S,SK-R4GS,3,10,ea
C402C-FT1,MS24694-S5,1,24,ea
C402C-FT1,MS24694-S51,2,140,ea
C404-C1,SK4002-4S,1,15,ea
C404-C1,SK4002-5S,2,75,ea
C404-C1,SK4002-6S,3,47,ea
C404-C1,SK4002-7S,4,12,ea
C404-C1,SK4002-8S,5,8,ea
C404-C1,SK-HS,6,114,ea
C404-C1,SK-OS,7,16,ea
C404-C1,SK-R4GS,8,132,ea
C404-C1P,SK40S5-5S,1,75,ea
C404-C1P,SK40S5-6S,2,47,ea
C404-C1P,SK40S5-7S,3,12,ea
C404-C1P,SK40S5-8S,4,8,ea
C404-C1P,SK-HS,5,114,ea
C404-C1P,SK-OS,6,16,ea
C404-C1P,SK-R4GS,7,132,ea
C404-C1P,SK40S5-4S,8,15,ea
C414-C1,SK4002-4S,1,64,ea
C414-C1,SK4002-5S,2,20,ea
C414-C1,SK4002-6S,3,10,ea
C414-C1,SK-GS,4,24,ea
C414-C1,SK-HS,5,68,ea
C414-C1,SK-R4GS,6,54,ea
C414-C1,SK-R4TS,7,41,ea
C414-C1,MS24693-C50,8,175,ea
C414-C1,MS24693-C52,9,75,ea
C414-C1,MS51957-46,10,50,ea
C414-C1,MS27039C0808,11,50,ea
C414-C1,MS27039C1-08,12,25,ea
C414-C1,DP1080-17SS,13,200,ea
C414-C1,NAS1515-H-08L,14,100,ea
C414-C1P,SK40S5-4S,1,64,ea
C414-C1P,SK40S5-5S,2,20,ea
C414-C1P,SK40S5-6S,3,10,ea
C414-C1P,SK-GS,4,24,ea
C414-C1P,SK-HS,5,68,ea
C414-C1P,SK-R4GS,6,54,ea
C414-C1P,MS24693-C50,7,175,ea
C414-C1P,MS24693-C52,8,75,ea
C414-C1P,MS51957-46,9,50,ea
C414-C1P,MS27039C0808,10,50,ea
C414-C1P,MS27039C1-08,11,25,ea
C414-C1P,DP1080-17SS,12,200,ea
C414-C1P,NAS1515-H-08L,13,100,ea
C414-C2,SK4002-4S,1,74,ea
C414-C2,SK4002-5S,2,74,ea
C414-C2,SK4002-6S,3,10,ea
C414-C2,SK-GS,4,62,ea
C414-C2,SK-HS,5,90,ea
C414-C2,SK-R4GS,6,62,ea
C414-C2,SK-R4TS,7,86,ea
C414-C2,MS24693-C50,8,175,ea
C414-C2,MS24693-C52,9,75,ea
C414-C2,MS51957-46,10,50,ea
C414-C2,MS27039C0808,11,50,ea
C414-C2,MS27039C1-08,12,25,ea
C414-C2,DP1080-17SS,13,200,ea
C414-C2,NAS1515-H-08L,14,100,ea
C414-C2P,SK40S5-4S,1,74,ea
C414-C2P,SK40S5-5S,2,74,ea
C414-C2P,SK40S5-6S,3,10,ea
C414-C2P,SK-GS,4,62,ea
C414-C2P,SK-HS,5,90,ea
C414-C2P,SK-R4GS,6,62,ea
C414-C2P,SK-R4TS,7,86,ea
C414-C2P,MS24693-C50,8,175,ea
C414-C2P,MS24693-C52,9,75,ea
C414-C2P,MS51957-46,10,50,ea
C414-C2P,MS27039C0808,11,50,ea
C414-C2P,MS27039C1-08,12,25,ea
C414-C2P,DP1080-17SS,13,200,ea
C414-C2P,NAS1515-H-08L,14,100,ea
C414-FT1,MS27039C0810,1,16,ea
C414-FT1,AN525C832R10,2,16,ea
C414-FT1,MS24693-C49,3,16,ea
C414-FT1,MS24693-C293,4,32,ea
C421-C1,SK4002-2S,1,24,ea
C421-C1,SK4002-4S,2,66,ea
C421-C1,SK4002-5S,3,36,ea
C421-C1,SK4002-6S,4,4,ea
C421-C1,SK-GS,5,24,ea
C421-C1,SK-HS,6,94,ea
C421-C1,SK-R4GS,7,120,ea
C421-C1,SK2700-3S,8,8,ea
C421-C1,SK2600-SW,9,8,ea
C421-C1,MS24693-C50,10,200,ea
C421-C1,MS24693-C272,11,100,ea
C421-C1,DP1080-17SS,12,200,ea
C421-C1,DP1085-20SS,13,100,ea
C421-C1P,SK40S5-2S,1,24,ea
C421-C1P,SK40S5-4S,2,66,ea
C421-C1P,SK40S5-5S,3,36,ea
C421-C1P,SK40S5-6S,4,4,ea
C421-C1P,SK-GS,5,24,ea
C421-C1P,SK-HS,6,94,ea
C421-C1P,SK-R4GS,7,120,ea
C421-C1P,SK27S3-3S,8,8,ea
C421-C1P,SK2600-SW,9,8,ea
C421-C1P,MS24693-C50,10,200,ea
C421-C1P,MS24693-C272,11,100,ea
C421-C1P,DP1080-17SS,12,200,ea
C421-C1P,DP1085-20SS,13,100,ea
C421-C2,SK4002-2S,1,12,ea
C421-C2,SK4002-3S,2,8,ea
C421-C2,SK4002-4S,3,32,ea
C421-C2,SK4002-5S,4,44,ea
C421-C2,SK4002-6S,5,46,ea
C421-C2,SK4002-7S,6,6,ea
C421-C2,SK-GS,7,52,ea
C421-C2,SK-HS,8,96,ea
C421-C2,SK-R4GS,9,150,ea
C421-C2,MS24693-C50,10,100,ea
C421-C2,MS24693-C272,11,100,ea
C421-C2,DP1080-17SS,12,100,ea
C421-C2,DP1085-20SS,13,100,ea
C421-C2P,SK40S5-2S,1,12,ea
C421-C2P,SK40S5-3S,2,8,ea
C421-C2P,SK40S5-4S,3,32,ea
C421-C2P,SK40S5-5S,4,44,ea
